Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,338.0,192.0,1.0
Andhra Pradesh,102349.0,49558.0,1090.0
Arunachal Pradesh,1239.0,574.0,3.0
Assam,33576.0,25402.0,86.0
Bihar,41244.0,27530.0,253.0
Chandigarh,910.0,575.0,14.0
Chhattisgarh,7745.0,5172.0,44.0
Dadra and Nagar Haveli and Daman and Diu,946.0,564.0,2.0
Delhi,131219.0,116372.0,3853.0
Goa,5119.0,3410.0,36.0
Gujarat,56874.0,41380.0,2348.0
Haryana,32127.0,25046.0,397.0
Himachal Pradesh,2270.0,1216.0,14.0
Jammu and Kashmir,18390.0,10402.0,321.0
Jharkhand,8683.0,3770.0,89.0
Karnataka,101465.0,37685.0,1953.0
Kerala,19727.0,10045.0,63.0
Ladakh,1306.0,1066.0,4.0
Madhya Pradesh,28589.0,19791.0,820.0
Maharashtra,383723.0,221944.0,13883.0
Manipur,2286.0,1596.0,0.0
Meghalaya,738.0,186.0,5.0
Mizoram,384.0,193.0,0.0
Nagaland,1385.0,569.0,5.0
Odisha,26892.0,17374.0,147.0
Puducherry,2872.0,1720.0,43.0
Punjab,13769.0,9064.0,318.0
Rajasthan,36878.0,26123.0,631.0
Sikkim,555.0,174.0,1.0
Tamil Nadu,220716.0,162249.0,3571.0
Telangana,57142.0,42909.0,480.0
Tripura,4049.0,2467.0,17.0
Uttarakhand,6328.0,3675.0,66.0
Uttar Pradesh,70493.0,42833.0,1456.0
West Bengal,60830.0,39917.0,1411.0
National Total,1483156.0,952743.0,33425.0
