Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,4941.0,4820.0,62.0
Andhra Pradesh,881948.0,871588.0,7104.0
Arunachal Pradesh,16711.0,16549.0,56.0
Assam,216139.0,211838.0,1043.0
Bihar,251348.0,245156.0,1393.0
Chandigarh,19682.0,18967.0,316.0
Chhattisgarh,278540.0,263251.0,3350.0
Dadra and Nagar Haveli and Daman and Diu,3375.0,3364.0,2.0
Delhi,624795.0,608434.0,10523.0
Goa,50981.0,49313.0,737.0
Gujarat,244258.0,229977.0,4302.0
Haryana,262054.0,255356.0,2899.0
Himachal Pradesh,55114.0,51387.0,931.0
Jammu and Kashmir,120744.0,115830.0,1880.0
Jharkhand,114873.0,112206.0,1027.0
Karnataka,918544.0,894834.0,12081.0
Kerala,755718.0,687104.0,3042.0
Ladakh,9447.0,9132.0,127.0
Madhya Pradesh,240947.0,227965.0,3595.0
Maharashtra,1928603.0,1824934.0,49463.0
Manipur,28137.0,26601.0,354.0
Meghalaya,13408.0,13085.0,139.0
Mizoram,4204.0,4091.0,8.0
Nagaland,11921.0,11624.0,79.0
Odisha,329306.0,325103.0,1871.0
Puducherry,38096.0,37100.0,633.0
Punjab,166239.0,157043.0,5331.0
Rajasthan,307554.0,295030.0,2689.0
Sikkim,5877.0,5218.0,127.0
Tamil Nadu,817077.0,796353.0,12109.0
Telangana,286354.0,278839.0,1541.0
Tripura,33264.0,32751.0,385.0
Uttarakhand,90616.0,84149.0,1504.0
Uttar Pradesh,584966.0,562459.0,8352.0
West Bengal,550893.0,528829.0,9683.0
National Total,10266674.0,9860280.0,148738.0
