Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,4641.0,4440.0,61.0
Andhra Pradesh,862213.0,841026.0,6938.0
Arunachal Pradesh,16061.0,14972.0,49.0
Assam,211513.0,207397.0,974.0
Bihar,229544.0,223484.0,1221.0
Chandigarh,16671.0,15317.0,260.0
Chhattisgarh,223436.0,199311.0,2732.0
Dadra and Nagar Haveli and Daman and Diu,3321.0,3280.0,2.0
Delhi,529863.0,481260.0,8391.0
Goa,46826.0,44979.0,677.0
Gujarat,197412.0,179953.0,3859.0
Haryana,217300.0,194768.0,2188.0
Himachal Pradesh,34327.0,26756.0,537.0
Jammu and Kashmir,106548.0,99219.0,1629.0
Jharkhand,107469.0,104229.0,951.0
Karnataka,873046.0,836505.0,11654.0
Kerala,562695.0,494664.0,2049.0
Ladakh,7939.0,6911.0,100.0
Madhya Pradesh,193044.0,178117.0,3162.0
Maharashtra,1780208.0,1651064.0,46623.0
Manipur,23400.0,20018.0,236.0
Meghalaya,11339.0,10335.0,110.0
Mizoram,3660.0,3192.0,5.0
Nagaland,10777.0,9308.0,59.0
Odisha,313961.0,305813.0,1640.0
Puducherry,36693.0,35525.0,609.0
Punjab,146346.0,135008.0,4614.0
Rajasthan,243936.0,218583.0,2163.0
Sikkim,4722.0,4345.0,99.0
Tamil Nadu,769995.0,745848.0,11605.0
Telangana,264128.0,251468.0,1433.0
Tripura,32434.0,31269.0,369.0
Uttarakhand,71256.0,65733.0,1155.0
Uttar Pradesh,526780.0,495415.0,7559.0
West Bengal,456361.0,423129.0,8025.0
National Total,9139865.0,8562641.0,133738.0
