Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,4704.0,4537.0,61.0
Andhra Pradesh,867683.0,852298.0,6988.0
Arunachal Pradesh,16269.0,15364.0,54.0
Assam,212617.0,208286.0,981.0
Bihar,234119.0,227456.0,1259.0
Chandigarh,17342.0,15926.0,276.0
Chhattisgarh,235998.0,212517.0,2840.0
Dadra and Nagar Haveli and Daman and Diu,3332.0,3308.0,2.0
Delhi,566648.0,522491.0,9066.0
Goa,47804.0,45790.0,687.0
Gujarat,208278.0,189420.0,3969.0
Haryana,232522.0,211216.0,2401.0
Himachal Pradesh,40003.0,30724.0,635.0
Jammu and Kashmir,109854.0,103082.0,1685.0
Jharkhand,108984.0,105883.0,963.0
Karnataka,883899.0,847612.0,11765.0
Kerala,599600.0,532658.0,2223.0
Ladakh,8403.0,7409.0,116.0
Madhya Pradesh,204745.0,186521.0,3250.0
Maharashtra,1820059.0,1680926.0,47071.0
Manipur,24910.0,21401.0,273.0
Meghalaya,11740.0,10861.0,111.0
Mizoram,3826.0,3440.0,5.0
Nagaland,11159.0,10005.0,64.0
Odisha,318307.0,311256.0,1734.0
Puducherry,36935.0,35846.0,609.0
Punjab,151538.0,138870.0,4780.0
Rajasthan,265386.0,234336.0,2292.0
Sikkim,4985.0,4609.0,108.0
Tamil Nadu,780505.0,757750.0,11703.0
Telangana,269816.0,258336.0,1458.0
Tripura,32695.0,31730.0,370.0
Uttarakhand,74340.0,68148.0,1222.0
Uttar Pradesh,541873.0,509556.0,7742.0
West Bengal,480813.0,448032.0,8376.0
National Total,9431691.0,8847600.0,137139.0
