Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,4682.0,4491.0,61.0
Andhra Pradesh,865705.0,846120.0,6970.0
Arunachal Pradesh,16204.0,15229.0,49.0
Assam,212171.0,207908.0,978.0
Bihar,232235.0,225602.0,1243.0
Chandigarh,17051.0,15612.0,270.0
Chhattisgarh,230956.0,204198.0,2801.0
Dadra and Nagar Haveli and Daman and Diu,3328.0,3293.0,2.0
Delhi,551262.0,503717.0,8811.0
Goa,47341.0,45340.0,685.0
Gujarat,203509.0,185058.0,3922.0
Haryana,226611.0,203517.0,2316.0
Himachal Pradesh,37497.0,29020.0,599.0
Jammu and Kashmir,108306.0,101363.0,1668.0
Jharkhand,108388.0,105258.0,961.0
Karnataka,879560.0,842499.0,11726.0
Kerala,583741.0,516978.0,2148.0
Ladakh,8228.0,7154.0,113.0
Madhya Pradesh,199952.0,182544.0,3209.0
Maharashtra,1802365.0,1668538.0,46813.0
Manipur,24292.0,20798.0,249.0
Meghalaya,11581.0,10524.0,110.0
Mizoram,3788.0,3352.0,5.0
Nagaland,11060.0,9595.0,63.0
Odisha,316645.0,308839.0,1704.0
Puducherry,36840.0,35687.0,609.0
Punjab,149278.0,137089.0,4710.0
Rajasthan,256947.0,227408.0,2237.0
Sikkim,4871.0,4501.0,102.0
Tamil Nadu,776174.0,753332.0,11669.0
Telangana,267665.0,255378.0,1448.0
Tripura,32610.0,31499.0,370.0
Uttarakhand,72997.0,67119.0,1196.0
Uttar Pradesh,535449.0,502353.0,7674.0
West Bengal,470498.0,437604.0,8224.0
National Total,9309787.0,8718517.0,135715.0
