Region,Confirmed,Recovered,Deceased
Andaman and Nicobar Islands,7632.0,7492.0,129.0
Andhra Pradesh,2056628.0,2034244.0,14250.0
Arunachal Pradesh,54881.0,54316.0,280.0
Assam,604809.0,594851.0,5921.0
Bihar,725987.0,716289.0,9661.0
Chandigarh,65277.0,64415.0,820.0
Chhattisgarh,1005511.0,991726.0,13570.0
Dadra and Nagar Haveli and Daman and Diu,10672.0,10666.0,4.0
Delhi,1439166.0,1413701.0,25088.0
Goa,177040.0,172981.0,3326.0
Gujarat,826123.0,815855.0,10086.0
Haryana,770984.0,760828.0,9875.0
Himachal Pradesh,220392.0,215322.0,3699.0
Jammu and Kashmir,330434.0,324908.0,4426.0
Jharkhand,348343.0,343100.0,5135.0
Karnataka,2980621.0,2932322.0,37875.0
Kerala,4784109.0,4644211.0,26173.0
Ladakh,20849.0,20586.0,208.0
Lakshadweep,10365.0,10311.0,51.0
Madhya Pradesh,792614.0,781984.0,10523.0
Maharashtra,6575578.0,6399464.0,139514.0
Manipur,121853.0,118255.0,1882.0
Meghalaya,82364.0,79724.0,1417.0
Mizoram,105829.0,89847.0,347.0
Nagaland,31441.0,30493.0,671.0
Odisha,1031044.0,1018311.0,8242.0
Puducherry,126977.0,124494.0,1846.0
Punjab,601849.0,585089.0,16529.0
Rajasthan,954355.0,945366.0,8954.0
Sikkim,31654.0,30988.0,388.0
Tamil Nadu,2676936.0,2624916.0,35768.0
Telangana,667725.0,659508.0,3929.0
Tripura,84256.0,83306.0,816.0
Uttarakhand,343662.0,336093.0,7396.0
Uttar Pradesh,1709938.0,1686904.0,22896.0
West Bengal,1575577.0,1549049.0,18894.0
National Total,33953475.0,33271915.0,450589.0
