Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,33.0,33.0,0.0
Andhra Pradesh,3251.0,2125.0,59.0
Arunachal Pradesh,3.0,1.0,0.0
Assam,856.0,104.0,4.0
Bihar,3296.0,1211.0,15.0
Chandigarh,288.0,189.0,4.0
Chhattisgarh,399.0,83.0,0.0
Dadra and Nagar Haveli and Daman and Diu,2.0,0.0,0.0
Delhi,16281.0,7495.0,316.0
Goa,69.0,38.0,0.0
Gujarat,15562.0,8003.0,960.0
Haryana,1504.0,881.0,19.0
Himachal Pradesh,276.0,70.0,5.0
Jammu and Kashmir,2036.0,859.0,27.0
Jharkhand,469.0,212.0,4.0
Karnataka,2533.0,834.0,47.0
Kerala,1088.0,555.0,7.0
Ladakh,73.0,43.0,0.0
Madhya Pradesh,7453.0,4050.0,321.0
Maharashtra,59546.0,18616.0,1982.0
Manipur,55.0,5.0,0.0
Meghalaya,21.0,12.0,1.0
Mizoram,1.0,1.0,0.0
Nagaland,18.0,0.0,0.0
Odisha,1660.0,887.0,7.0
Puducherry,51.0,14.0,0.0
Punjab,2158.0,1946.0,40.0
Rajasthan,8067.0,4817.0,180.0
Sikkim,1.0,0.0,0.0
Tamil Nadu,19372.0,10548.0,145.0
Telangana,2256.0,1345.0,67.0
Tripura,242.0,167.0,0.0
Uttarakhand,500.0,79.0,4.0
Uttar Pradesh,7170.0,4215.0,197.0
West Bengal,4536.0,1668.0,295.0
National Total,161126.0,71106.0,4706.0
