Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,4948.0,4846.0,62.0
Andhra Pradesh,883082.0,872897.0,7115.0
Arunachal Pradesh,16732.0,16583.0,56.0
Assam,216304.0,212132.0,1052.0
Bihar,252857.0,246979.0,1405.0
Chandigarh,19881.0,19280.0,320.0
Chhattisgarh,282368.0,268988.0,3400.0
Dadra and Nagar Haveli and Daman and Diu,3379.0,3368.0,2.0
Delhi,626872.0,611243.0,10585.0
Goa,51295.0,49653.0,741.0
Gujarat,247228.0,233660.0,4318.0
Haryana,263068.0,257261.0,2917.0
Himachal Pradesh,55686.0,52912.0,944.0
Jammu and Kashmir,121653.0,116792.0,1886.0
Jharkhand,115529.0,112893.0,1035.0
Karnataka,921938.0,898919.0,12107.0
Kerala,775852.0,707244.0,3141.0
Ladakh,9556.0,9173.0,127.0
Madhya Pradesh,244026.0,231533.0,3641.0
Maharashtra,1942136.0,1836999.0,49666.0
Manipur,28281.0,26815.0,358.0
Meghalaya,13460.0,13186.0,139.0
Mizoram,4223.0,4127.0,8.0
Nagaland,11930.0,11673.0,79.0
Odisha,330309.0,326209.0,1883.0
Puducherry,38224.0,37233.0,633.0
Punjab,167219.0,158482.0,5376.0
Rajasthan,309821.0,298620.0,2710.0
Sikkim,5920.0,5285.0,129.0
Tamil Nadu,820712.0,800429.0,12156.0
Telangana,287740.0,281083.0,1551.0
Tripura,33283.0,32815.0,385.0
Uttarakhand,91811.0,85908.0,1527.0
Uttar Pradesh,588171.0,566910.0,8403.0
West Bengal,554975.0,534737.0,9792.0
National Total,10340469.0,9946867.0,149649.0
