Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,3494.0,3157.0,51.0
Andhra Pradesh,547686.0,446716.0,4779.0
Arunachal Pradesh,5825.0,4126.0,10.0
Assam,138339.0,108329.0,430.0
Bihar,155445.0,139458.0,797.0
Chandigarh,7292.0,4600.0,86.0
Chhattisgarh,58643.0,27123.0,519.0
Dadra and Nagar Haveli and Daman and Diu,2695.0,2413.0,2.0
Delhi,209748.0,178154.0,4687.0
Goa,23445.0,18065.0,276.0
Gujarat,110809.0,91343.0,3180.0
Haryana,88332.0,68525.0,932.0
Himachal Pradesh,8784.0,5839.0,71.0
Jammu and Kashmir,50712.0,34689.0,854.0
Jharkhand,59040.0,43328.0,532.0
Karnataka,440411.0,334999.0,7067.0
Kerala,102254.0,73900.0,410.0
Ladakh,3228.0,2387.0,38.0
Madhya Pradesh,83619.0,62936.0,1691.0
Maharashtra,1015681.0,715023.0,28724.0
Manipur,7579.0,6002.0,44.0
Meghalaya,3447.0,1889.0,24.0
Mizoram,1379.0,790.0,0.0
Nagaland,4946.0,3802.0,10.0
Odisha,143117.0,112062.0,605.0
Puducherry,19026.0,13783.0,365.0
Punjab,74616.0,53308.0,2212.0
Rajasthan,99036.0,81970.0,1207.0
Sikkim,2026.0,1486.0,8.0
Tamil Nadu,491571.0,435422.0,8231.0
Telangana,154880.0,121925.0,950.0
Tripura,18281.0,10734.0,182.0
Uttarakhand,29221.0,19428.0,388.0
Uttar Pradesh,299045.0,227442.0,4282.0
West Bengal,196332.0,169043.0,3828.0
National Total,4659984.0,3624196.0,77472.0
