Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,4881.0,4732.0,61.0
Andhra Pradesh,878723.0,867445.0,7076.0
Arunachal Pradesh,16630.0,16350.0,55.0
Assam,215409.0,210872.0,1017.0
Bihar,246185.0,239693.0,1352.0
Chandigarh,19073.0,18328.0,308.0
Chhattisgarh,267219.0,247480.0,3181.0
Dadra and Nagar Haveli and Daman and Diu,3363.0,3352.0,2.0
Delhi,617005.0,596580.0,10277.0
Goa,50064.0,48371.0,721.0
Gujarat,235299.0,219125.0,4234.0
Haryana,257644.0,248935.0,2821.0
Himachal Pradesh,52329.0,46257.0,876.0
Jammu and Kashmir,118263.0,112568.0,1841.0
Jharkhand,113025.0,110307.0,1010.0
Karnataka,909469.0,882944.0,12009.0
Kerala,705869.0,641285.0,2816.0
Ladakh,9279.0,8801.0,124.0
Madhya Pradesh,231284.0,216485.0,3481.0
Maharashtra,1896518.0,1783905.0,48746.0
Manipur,27646.0,25646.0,337.0
Meghalaya,13253.0,12620.0,134.0
Mizoram,4124.0,3963.0,7.0
Nagaland,11842.0,11273.0,73.0
Odisha,326233.0,321647.0,1836.0
Puducherry,37748.0,36777.0,626.0
Punjab,163042.0,152223.0,5201.0
Rajasthan,298996.0,283957.0,2617.0
Sikkim,5573.0,5075.0,124.0
Tamil Nadu,806891.0,785315.0,11983.0
Telangana,281730.0,273625.0,1515.0
Tripura,33175.0,32561.0,380.0
Uttarakhand,86317.0,78727.0,1413.0
Uttar Pradesh,574631.0,549190.0,8196.0
West Bengal,536828.0,509697.0,9360.0
National Total,10055560.0,9606111.0,145810.0
