Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,4994.0,4924.0,62.0
Andhra Pradesh,887466.0,878956.0,7152.0
Arunachal Pradesh,16827.0,16756.0,56.0
Assam,217071.0,213952.0,1081.0
Bihar,259214.0,256679.0,1492.0
Chandigarh,20855.0,20363.0,334.0
Chhattisgarh,304319.0,296187.0,3682.0
Dadra and Nagar Haveli and Daman and Diu,3397.0,3388.0,2.0
Delhi,634524.0,622114.0,10835.0
Goa,53185.0,51652.0,765.0
Gujarat,260566.0,252464.0,4384.0
Haryana,267601.0,263347.0,3014.0
Himachal Pradesh,57356.0,56043.0,974.0
Jammu and Kashmir,124297.0,121402.0,1932.0
Jharkhand,118557.0,116818.0,1069.0
Karnataka,937933.0,919503.0,12209.0
Kerala,911362.0,835046.0,3682.0
Ladakh,9705.0,9513.0,129.0
Lakshadweep,69.0,0.0,0.0
Madhya Pradesh,254496.0,247739.0,3802.0
Maharashtra,2018413.0,1923187.0,50944.0
Manipur,29022.0,28499.0,370.0
Meghalaya,13749.0,13513.0,146.0
Mizoram,4363.0,4313.0,9.0
Nagaland,12084.0,11944.0,88.0
Odisha,334780.0,331667.0,1906.0
Puducherry,38973.0,38035.0,647.0
Punjab,172606.0,164937.0,5590.0
Rajasthan,317189.0,311867.0,2763.0
Sikkim,6084.0,5847.0,133.0
Tamil Nadu,836818.0,819850.0,12339.0
Telangana,294120.0,289987.0,1596.0
Tripura,33348.0,32936.0,391.0
Uttarakhand,95908.0,92928.0,1642.0
Uttar Pradesh,599624.0,584752.0,8642.0
West Bengal,569173.0,553244.0,10148.0
National Total,10720048.0,10394352.0,154010.0
