Region,Confirmed,Recovered,Deceased
Andaman and Nicobar Islands,9943.0,9636.0,129.0
Andhra Pradesh,2306943.0,2238226.0,14677.0
Arunachal Pradesh,63724.0,62178.0,292.0
Assam,722368.0,708177.0,6579.0
Bihar,827820.0,813553.0,12243.0
Chandigarh,90896.0,88501.0,1143.0
Chhattisgarh,1141767.0,1116380.0,13961.0
Dadra and Nagar Haveli and Daman and Diu,11404.0,11312.0,4.0
Delhi,1846198.0,1813280.0,26010.0
Goa,243128.0,235444.0,3754.0
Gujarat,1205652.0,1161305.0,10716.0
Haryana,967397.0,946742.0,10433.0
Himachal Pradesh,277998.0,269126.0,4060.0
Jammu and Kashmir,448105.0,431019.0,4728.0
Jharkhand,432169.0,424583.0,5314.0
Karnataka,3906761.0,3794866.0,39447.0
Kerala,6323378.0,5979002.0,59939.0
Ladakh,27062.0,26063.0,226.0
Lakshadweep,11259.0,11063.0,52.0
Madhya Pradesh,1012781.0,964970.0,10668.0
Maharashtra,7816243.0,7573069.0,143155.0
Manipur,135170.0,129494.0,2072.0
Meghalaya,92521.0,89761.0,1552.0
Mizoram,189915.0,175904.0,626.0
Nagaland,34986.0,33571.0,747.0
Odisha,1269811.0,1245026.0,8775.0
Puducherry,164562.0,159181.0,1953.0
Punjab,753124.0,728178.0,17495.0
Rajasthan,1250891.0,1204206.0,9407.0
Sikkim,38784.0,37779.0,437.0
Tamil Nadu,3420505.0,3292559.0,37809.0
Telangana,779971.0,754399.0,4102.0
Tripura,100715.0,99261.0,919.0
Uttarakhand,430935.0,412381.0,7628.0
Uttar Pradesh,2048841.0,2002318.0,23343.0
West Bengal,2007249.0,1970356.0,20884.0
National Total,42410976.0,41012869.0,505279.0
