Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,4245.0,3983.0,58.0
Andhra Pradesh,807023.0,769576.0,6587.0
Arunachal Pradesh,14244.0,11951.0,33.0
Assam,204171.0,185755.0,906.0
Bihar,211689.0,200918.0,1049.0
Chandigarh,14038.0,13167.0,218.0
Chhattisgarh,175959.0,150398.0,1818.0
Dadra and Nagar Haveli and Daman and Diu,3228.0,3175.0,2.0
Delhi,356656.0,323654.0,6258.0
Goa,42242.0,39090.0,576.0
Gujarat,167011.0,149411.0,3686.0
Haryana,158304.0,146282.0,1727.0
Himachal Pradesh,20370.0,17590.0,291.0
Jammu and Kashmir,91861.0,82858.0,1438.0
Jharkhand,99686.0,92976.0,866.0
Karnataka,802817.0,710843.0,10905.0
Kerala,392930.0,294910.0,1332.0
Ladakh,5933.0,5126.0,71.0
Madhya Pradesh,167249.0,153127.0,2885.0
Maharashtra,1645020.0,1460755.0,43264.0
Manipur,17162.0,12857.0,139.0
Meghalaya,9018.0,7332.0,81.0
Mizoram,2493.0,2203.0,0.0
Nagaland,8626.0,6724.0,31.0
Odisha,281215.0,264102.0,1245.0
Puducherry,34193.0,29801.0,588.0
Punjab,131055.0,122721.0,4117.0
Rajasthan,186243.0,167736.0,1839.0
Sikkim,3835.0,3525.0,64.0
Tamil Nadu,709005.0,667475.0,10924.0
Telangana,231834.0,211912.0,1311.0
Tripura,30257.0,28069.0,343.0
Uttarakhand,60376.0,54958.0,993.0
Uttar Pradesh,470270.0,436071.0,6882.0
West Bengal,349701.0,306197.0,6487.0
National Total,7909959.0,7137228.0,119014.0
