Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,3465.0,3121.0,51.0
Andhra Pradesh,537687.0,435647.0,4702.0
Arunachal Pradesh,5672.0,4005.0,9.0
Assam,135805.0,105701.0,414.0
Bihar,153568.0,137544.0,785.0
Chandigarh,6987.0,4331.0,83.0
Chhattisgarh,55680.0,25855.0,493.0
Dadra and Nagar Haveli and Daman and Diu,2671.0,2375.0,2.0
Delhi,205482.0,175400.0,4666.0
Goa,22890.0,17592.0,268.0
Gujarat,109465.0,90103.0,3164.0
Haryana,85944.0,66705.0,907.0
Himachal Pradesh,8466.0,5677.0,66.0
Jammu and Kashmir,49134.0,34215.0,845.0
Jharkhand,58079.0,42115.0,517.0
Karnataka,430947.0,322454.0,6937.0
Kerala,99266.0,72578.0,396.0
Ladakh,3177.0,2366.0,36.0
Madhya Pradesh,81379.0,61285.0,1661.0
Maharashtra,990795.0,700715.0,28282.0
Manipur,7470.0,5793.0,44.0
Meghalaya,3296.0,1842.0,20.0
Mizoram,1333.0,750.0,0.0
Nagaland,4636.0,3792.0,10.0
Odisha,139121.0,108001.0,591.0
Puducherry,18536.0,13389.0,353.0
Punjab,72143.0,51906.0,2149.0
Rajasthan,97376.0,80482.0,1192.0
Sikkim,2009.0,1470.0,7.0
Tamil Nadu,486052.0,429416.0,8154.0
Telangana,152602.0,119467.0,940.0
Tripura,17811.0,10255.0,173.0
Uttarakhand,28266.0,18783.0,377.0
Uttar Pradesh,292029.0,221506.0,4206.0
West Bengal,193175.0,166027.0,3771.0
National Total,4562414.0,3542663.0,76271.0
