Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,33.0,32.0,0.0
Andhra Pradesh,1650.0,524.0,36.0
Arunachal Pradesh,1.0,1.0,0.0
Assam,43.0,32.0,1.0
Bihar,528.0,130.0,4.0
Chandigarh,102.0,21.0,1.0
Chhattisgarh,58.0,36.0,0.0
Delhi,4898.0,1431.0,64.0
Goa,7.0,7.0,0.0
Gujarat,5804.0,1195.0,319.0
Haryana,517.0,254.0,6.0
Himachal Pradesh,41.0,34.0,1.0
Jammu and Kashmir,726.0,303.0,8.0
Jharkhand,115.0,27.0,3.0
Karnataka,651.0,321.0,27.0
Kerala,500.0,462.0,4.0
Ladakh,41.0,17.0,0.0
Madhya Pradesh,2942.0,798.0,165.0
Maharashtra,14541.0,2465.0,583.0
Manipur,2.0,2.0,0.0
Meghalaya,12.0,0.0,1.0
Mizoram,1.0,0.0,0.0
Odisha,169.0,60.0,1.0
Puducherry,8.0,5.0,0.0
Punjab,1233.0,121.0,23.0
Rajasthan,3061.0,1394.0,77.0
Tamil Nadu,3550.0,1409.0,31.0
Telangana,1085.0,585.0,29.0
Tripura,29.0,2.0,0.0
Uttarakhand,60.0,39.0,1.0
Uttar Pradesh,2766.0,802.0,50.0
West Bengal,1259.0,218.0,133.0
National Total,46433.0,12727.0,1568.0
