Region,Confirmed,Recovered/Migrated,Deceased
Andhra Pradesh,8.0,0.0,0.0
Bihar,3.0,0.0,1.0
Chandigarh,7.0,0.0,0.0
Chhattisgarh,1.0,0.0,0.0
Delhi,30.0,3.0,1.0
Gujarat,36.0,0.0,1.0
Haryana,30.0,0.0,0.0
Himachal Pradesh,3.0,1.0,1.0
Jammu and Kashmir,6.0,0.0,1.0
Karnataka,41.0,3.0,1.0
Kerala,109.0,11.0,0.0
Ladakh,13.0,0.0,0.0
Madhya Pradesh,7.0,0.0,0.0
Maharashtra,107.0,0.0,2.0
Manipur,1.0,0.0,0.0
Odisha,2.0,0.0,0.0
Puducherry,1.0,0.0,0.0
Punjab,29.0,0.0,1.0
Rajasthan,32.0,3.0,0.0
Tamil Nadu,18.0,1.0,0.0
Telangana,39.0,1.0,0.0
Uttar Pradesh,35.0,2.0,0.0
Uttarakhand,4.0,1.0,0.0
West Bengal,9.0,0.0,1.0
National Total,571.0,26.0,10.0
