Region,Confirmed,Recovered,Deceased
Andaman and Nicobar Islands,10034.0,9905.0,129.0
Andhra Pradesh,2319622.0,2304861.0,14730.0
Arunachal Pradesh,64495.0,64191.0,296.0
Assam,724200.0,716210.0,6639.0
Bihar,830498.0,818233.0,12256.0
Chandigarh,91954.0,90770.0,1165.0
Chhattisgarh,1152214.0,1138156.0,14034.0
Dadra and Nagar Haveli and Daman and Diu,11441.0,11437.0,4.0
Delhi,1867206.0,1840133.0,26158.0
Goa,245351.0,241503.0,3832.0
Gujarat,1224127.0,1213023.0,10942.0
Haryana,986429.0,975168.0,10617.0
Himachal Pradesh,284662.0,280483.0,4134.0
Jammu and Kashmir,453915.0,449090.0,4750.0
Jharkhand,435171.0,429849.0,5315.0
Karnataka,3946221.0,3904693.0,40057.0
Kerala,6536421.0,6465037.0,68402.0
Ladakh,28238.0,28001.0,228.0
Lakshadweep,11402.0,11350.0,52.0
Madhya Pradesh,1041224.0,1030448.0,10735.0
Maharashtra,7875551.0,7726980.0,147826.0
Manipur,137182.0,135014.0,2120.0
Meghalaya,93786.0,92188.0,1593.0
Mizoram,225962.0,224630.0,690.0
Nagaland,35487.0,34718.0,759.0
Odisha,1287885.0,1278605.0,9122.0
Puducherry,165777.0,163812.0,1962.0
Punjab,759234.0,741433.0,17743.0
Rajasthan,1283157.0,1273509.0,9552.0
Sikkim,39145.0,38691.0,452.0
Tamil Nadu,3453188.0,3414933.0,38025.0
Telangana,791580.0,787234.0,4111.0
Tripura,100878.0,99956.0,922.0
Uttarakhand,437311.0,429203.0,7692.0
Uttar Pradesh,2071276.0,2047415.0,23499.0
West Bengal,2017748.0,1996176.0,21200.0
National Total,43039972.0,42507038.0,521743.0
