Region,Confirmed,Recovered,Deceased
Andaman and Nicobar Islands,10034.0,9905.0,129.0
Andhra Pradesh,2319640.0,2304872.0,14730.0
Arunachal Pradesh,64495.0,64191.0,296.0
Assam,724200.0,716210.0,6639.0
Bihar,830501.0,818237.0,12256.0
Chandigarh,91961.0,90774.0,1165.0
Chhattisgarh,1152217.0,1138167.0,14034.0
Dadra and Nagar Haveli and Daman and Diu,11441.0,11437.0,4.0
Delhi,1868033.0,1840611.0,26160.0
Goa,245357.0,241506.0,3832.0
Gujarat,1224142.0,1213074.0,10942.0
Haryana,986805.0,975352.0,10618.0
Himachal Pradesh,284681.0,280494.0,4134.0
Jammu and Kashmir,453929.0,449107.0,4751.0
Jharkhand,435175.0,429851.0,5315.0
Karnataka,3946315.0,3904775.0,40057.0
Kerala,6536421.0,6465037.0,68402.0
Ladakh,28239.0,28003.0,228.0
Lakshadweep,11402.0,11350.0,52.0
Madhya Pradesh,1041243.0,1030461.0,10735.0
Maharashtra,7875718.0,7727265.0,147827.0
Manipur,137190.0,135019.0,2120.0
Meghalaya,93786.0,92189.0,1593.0
Mizoram,226111.0,224865.0,692.0
Nagaland,35487.0,34720.0,759.0
Odisha,1287912.0,1278641.0,9123.0
Puducherry,165777.0,163812.0,1962.0
Punjab,759248.0,741450.0,17743.0
Rajasthan,1283182.0,1273533.0,9552.0
Sikkim,39147.0,38692.0,452.0
Tamil Nadu,3453233.0,3414983.0,38025.0
Telangana,791619.0,787286.0,4111.0
Tripura,100878.0,99956.0,922.0
Uttarakhand,437314.0,429233.0,7692.0
Uttar Pradesh,2071486.0,2047480.0,23499.0
West Bengal,2017778.0,1996250.0,21200.0
National Total,43042097.0,42508788.0,521751.0
