Region,Confirmed,Recovered,Deceased
Andaman and Nicobar Islands,7462.0,7286.0,128.0
Andhra Pradesh,1882096.0,1827214.0,12630.0
Arunachal Pradesh,35227.0,32483.0,167.0
Assam,503333.0,472461.0,4482.0
Bihar,721464.0,709908.0,9583.0
Chandigarh,61632.0,60644.0,807.0
Chhattisgarh,993694.0,974049.0,13437.0
Dadra and Nagar Haveli and Daman and Diu,10547.0,10501.0,4.0
Delhi,1433993.0,1407473.0,24967.0
Goa,166236.0,160874.0,3046.0
Gujarat,823340.0,809821.0,10054.0
Haryana,768474.0,757480.0,9401.0
Himachal Pradesh,201813.0,196646.0,3476.0
Jammu and Kashmir,314990.0,305684.0,4310.0
Jharkhand,345430.0,339314.0,5111.0
Karnataka,2837206.0,2704755.0,34836.0
Kerala,2896957.0,2787496.0,12989.0
Ladakh,20022.0,19512.0,202.0
Lakshadweep,9715.0,9372.0,48.0
Madhya Pradesh,789733.0,780101.0,8936.0
Maharashtra,6043548.0,5800925.0,121573.0
Manipur,68418.0,61646.0,1130.0
Meghalaya,48783.0,43578.0,827.0
Mizoram,19819.0,15295.0,92.0
Nagaland,25017.0,23127.0,493.0
Odisha,903789.0,870787.0,3930.0
Puducherry,116789.0,112565.0,1745.0
Punjab,595136.0,575486.0,16011.0
Rajasthan,952201.0,941692.0,8916.0
Sikkim,20182.0,17851.0,304.0
Tamil Nadu,2470678.0,2397336.0,32388.0
Telangana,621606.0,604093.0,3644.0
Tripura,65339.0,61133.0,675.0
Uttarakhand,339739.0,330353.0,7092.0
Uttar Pradesh,1705779.0,1680174.0,22559.0
West Bengal,1496710.0,1457486.0,17644.0
National Total,30316897.0,29366601.0,397637.0
