Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,4729.0,4597.0,61.0
Andhra Pradesh,870076.0,856320.0,7014.0
Arunachal Pradesh,16348.0,15525.0,54.0
Assam,213336.0,208846.0,985.0
Bihar,236420.0,229249.0,1281.0
Chandigarh,17717.0,16452.0,284.0
Chhattisgarh,242418.0,220177.0,2941.0
Dadra and Nagar Haveli and Daman and Diu,3340.0,3324.0,2.0
Delhi,582058.0,543514.0,9424.0
Goa,48365.0,46251.0,696.0
Gujarat,214309.0,195365.0,4031.0
Haryana,239239.0,221203.0,2520.0
Himachal Pradesh,42697.0,33914.0,695.0
Jammu and Kashmir,111712.0,104890.0,1718.0
Jharkhand,109771.0,106868.0,977.0
Karnataka,889113.0,852584.0,11821.0
Kerala,620049.0,556378.0,2329.0
Ladakh,8691.0,7713.0,119.0
Madhya Pradesh,210374.0,193187.0,3300.0
Maharashtra,1837358.0,1703274.0,47472.0
Manipur,25536.0,22172.0,294.0
Meghalaya,12005.0,11241.0,116.0
Mizoram,3888.0,3647.0,6.0
Nagaland,11283.0,10520.0,64.0
Odisha,320017.0,314023.0,1755.0
Puducherry,37119.0,36062.0,613.0
Punjab,154064.0,141478.0,4862.0
Rajasthan,274486.0,246572.0,2370.0
Sikkim,5100.0,4669.0,111.0
Tamil Nadu,786163.0,763428.0,11747.0
Telangana,272123.0,261830.0,1467.0
Tripura,32836.0,31947.0,372.0
Uttarakhand,76275.0,70045.0,1263.0
Uttar Pradesh,549228.0,518390.0,7848.0
West Bengal,493316.0,460634.0,8576.0
National Total,9571559.0,9016289.0,139188.0
