Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,4340.0,4112.0,60.0
Andhra Pradesh,825966.0,795592.0,6706.0
Arunachal Pradesh,14881.0,13073.0,37.0
Assam,206517.0,196784.0,931.0
Bihar,216707.0,208644.0,1097.0
Chandigarh,14476.0,13632.0,226.0
Chhattisgarh,188813.0,164537.0,2150.0
Dadra and Nagar Haveli and Daman and Diu,3255.0,3219.0,2.0
Delhi,392370.0,351635.0,6562.0
Goa,43768.0,40915.0,609.0
Gujarat,173642.0,157110.0,3721.0
Haryana,168880.0,154451.0,1795.0
Himachal Pradesh,22264.0,18965.0,326.0
Jammu and Kashmir,95325.0,87517.0,1482.0
Jharkhand,102087.0,95973.0,885.0
Karnataka,827064.0,765261.0,11192.0
Kerala,440130.0,348835.0,1512.0
Ladakh,6287.0,5629.0,75.0
Madhya Pradesh,172082.0,160586.0,2958.0
Maharashtra,1683775.0,1514079.0,44024.0
Manipur,18750.0,15065.0,171.0
Meghalaya,9607.0,8462.0,90.0
Mizoram,2757.0,2323.0,1.0
Nagaland,9075.0,7535.0,39.0
Odisha,291825.0,277564.0,1331.0
Puducherry,35109.0,31345.0,595.0
Punjab,133975.0,125566.0,4214.0
Rajasthan,198747.0,181575.0,1917.0
Sikkim,3958.0,3651.0,73.0
Tamil Nadu,727026.0,694880.0,11152.0
Telangana,240970.0,221992.0,1348.0
Tripura,30852.0,29234.0,348.0
Uttarakhand,62550.0,57609.0,1027.0
Uttar Pradesh,483832.0,453458.0,7051.0
West Bengal,377651.0,333990.0,6900.0
National Total,8229313.0,7544798.0,122607.0
