Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,5018.0,4952.0,62.0
Andhra Pradesh,889799.0,881963.0,7169.0
Arunachal Pradesh,16836.0,16777.0,56.0
Assam,217527.0,214815.0,1092.0
Bihar,262509.0,260564.0,1541.0
Chandigarh,21719.0,21011.0,351.0
Chhattisgarh,312419.0,305819.0,3833.0
Dadra and Nagar Haveli and Daman and Diu,3406.0,3400.0,2.0
Delhi,639092.0,626876.0,10909.0
Goa,54932.0,53540.0,794.0
Gujarat,269482.0,262815.0,4409.0
Haryana,270610.0,266358.0,3047.0
Himachal Pradesh,58598.0,57311.0,995.0
Jammu and Kashmir,126383.0,123599.0,1956.0
Jharkhand,119905.0,118325.0,1088.0
Karnataka,950730.0,932747.0,12326.0
Kerala,1056149.0,1001164.0,4182.0
Ladakh,9818.0,9634.0,130.0
Lakshadweep,359.0,260.0,1.0
Madhya Pradesh,261403.0,254874.0,3863.0
Maharashtra,2146777.0,2020951.0,52092.0
Manipur,29271.0,28854.0,373.0
Meghalaya,13961.0,13796.0,148.0
Mizoram,4423.0,4388.0,10.0
Nagaland,12199.0,12098.0,91.0
Odisha,337104.0,334519.0,1915.0
Puducherry,39717.0,38852.0,668.0
Punjab,181597.0,171336.0,5825.0
Rajasthan,320180.0,316139.0,2787.0
Sikkim,6137.0,5958.0,135.0
Tamil Nadu,851063.0,834534.0,12493.0
Telangana,298807.0,295222.0,1634.0
Tripura,33417.0,32985.0,391.0
Uttarakhand,97031.0,94850.0,1692.0
Uttar Pradesh,603427.0,592556.0,8725.0
West Bengal,574926.0,561327.0,10266.0
National Total,11096731.0,10775169.0,157051.0
