Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,5009.0,4938.0,62.0
Andhra Pradesh,888814.0,880855.0,7162.0
Arunachal Pradesh,16832.0,16772.0,56.0
Assam,217288.0,214570.0,1087.0
Bihar,261690.0,259513.0,1524.0
Chandigarh,21220.0,20752.0,345.0
Chhattisgarh,308930.0,301904.0,3771.0
Dadra and Nagar Haveli and Daman and Diu,3400.0,3396.0,2.0
Delhi,636796.0,624866.0,10889.0
Goa,54193.0,52831.0,778.0
Gujarat,264997.0,258834.0,4400.0
Haryana,268969.0,265085.0,3039.0
Himachal Pradesh,58201.0,56685.0,992.0
Jammu and Kashmir,125268.0,122703.0,1949.0
Jharkhand,119283.0,117749.0,1082.0
Karnataka,944856.0,926664.0,12263.0
Kerala,999523.0,931706.0,3970.0
Ladakh,9765.0,9586.0,130.0
Lakshadweep,224.0,134.0,0.0
Madhya Pradesh,257423.0,251765.0,3829.0
Maharashtra,2060186.0,1974248.0,51489.0
Manipur,29183.0,28744.0,373.0
Meghalaya,13937.0,13623.0,148.0
Mizoram,4392.0,4363.0,9.0
Nagaland,12183.0,12019.0,88.0
Odisha,336101.0,333451.0,1910.0
Puducherry,39440.0,38500.0,656.0
Punjab,176064.0,168035.0,5694.0
Rajasthan,318820.0,314630.0,2781.0
Sikkim,6116.0,5922.0,135.0
Tamil Nadu,844650.0,827962.0,12413.0
Telangana,296574.0,293210.0,1616.0
Tripura,33353.0,32960.0,391.0
Uttarakhand,96766.0,94449.0,1680.0
Uttar Pradesh,602089.0,590292.0,8699.0
West Bengal,572405.0,558015.0,10230.0
National Total,10904940.0,10611731.0,155642.0
