Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,4850.0,4698.0,61.0
Andhra Pradesh,876814.0,865327.0,7067.0
Arunachal Pradesh,16574.0,16278.0,55.0
Assam,215042.0,210491.0,1007.0
Bihar,243830.0,237267.0,1332.0
Chandigarh,18843.0,17912.0,304.0
Chhattisgarh,261901.0,241288.0,3145.0
Dadra and Nagar Haveli and Daman and Diu,3360.0,3342.0,2.0
Delhi,611994.0,588586.0,10147.0
Goa,49657.0,47965.0,713.0
Gujarat,231073.0,214223.0,4203.0
Haryana,255014.0,244676.0,2765.0
Himachal Pradesh,50680.0,43614.0,848.0
Jammu and Kashmir,116932.0,110769.0,1817.0
Jharkhand,112121.0,109532.0,1004.0
Karnataka,904665.0,877199.0,11971.0
Kerala,683440.0,622394.0,2707.0
Ladakh,9238.0,8579.0,123.0
Madhya Pradesh,226788.0,211025.0,3433.0
Maharashtra,1886807.0,1769897.0,48434.0
Manipur,27373.0,25107.0,329.0
Meghalaya,13072.0,12252.0,133.0
Mizoram,4085.0,3907.0,7.0
Nagaland,11787.0,11120.0,70.0
Odisha,324796.0,320208.0,1820.0
Puducherry,37582.0,36661.0,622.0
Punjab,161383.0,150007.0,5135.0
Rajasthan,294831.0,277743.0,2578.0
Sikkim,5398.0,4971.0,121.0
Tamil Nadu,802342.0,780531.0,11931.0
Telangana,279644.0,270967.0,1505.0
Tripura,33098.0,32429.0,378.0
Uttarakhand,84069.0,76554.0,1375.0
Uttar Pradesh,569263.0,543344.0,8118.0
West Bengal,528211.0,498877.0,9191.0
National Total,9956557.0,9489740.0,144451.0
