Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,4901.0,4775.0,62.0
Andhra Pradesh,880075.0,869124.0,7089.0
Arunachal Pradesh,16678.0,16438.0,56.0
Assam,215775.0,211286.0,1033.0
Bihar,248351.0,241546.0,1371.0
Chandigarh,19309.0,18634.0,314.0
Chhattisgarh,272426.0,254024.0,3249.0
Dadra and Nagar Haveli and Daman and Diu,3367.0,3357.0,2.0
Delhi,620681.0,602388.0,10384.0
Goa,50454.0,48725.0,728.0
Gujarat,239195.0,224092.0,4262.0
Haryana,259745.0,251908.0,2854.0
Himachal Pradesh,53766.0,48186.0,899.0
Jammu and Kashmir,119344.0,113944.0,1860.0
Jharkhand,113786.0,111175.0,1016.0
Karnataka,913483.0,887815.0,12039.0
Kerala,726687.0,660445.0,2914.0
Ladakh,9341.0,8969.0,126.0
Madhya Pradesh,235369.0,221169.0,3524.0
Maharashtra,1909951.0,1804871.0,49058.0
Manipur,27876.0,26173.0,341.0
Meghalaya,13340.0,12922.0,135.0
Mizoram,4178.0,4024.0,8.0
Nagaland,11890.0,11508.0,77.0
Odisha,327542.0,322972.0,1850.0
Puducherry,37885.0,36892.0,629.0
Punjab,164505.0,154433.0,5260.0
Rajasthan,302709.0,288388.0,2650.0
Sikkim,5664.0,5119.0,125.0
Tamil Nadu,811115.0,789862.0,12036.0
Telangana,284074.0,275708.0,1527.0
Tripura,33225.0,32657.0,384.0
Uttarakhand,88376.0,81587.0,1458.0
Uttar Pradesh,578568.0,554202.0,8267.0
West Bengal,543214.0,518516.0,9505.0
National Total,10146845.0,9717834.0,147092.0
