Region,Confirmed,Recovered,Deceased
Andaman and Nicobar Islands,7525.0,7377.0,129.0
Andhra Pradesh,1948592.0,1911812.0,13209.0
Arunachal Pradesh,44708.0,40102.0,208.0
Assam,554221.0,532940.0,5076.0
Bihar,724230.0,713998.0,9635.0
Chandigarh,61916.0,61073.0,809.0
Chhattisgarh,1000763.0,984015.0,13507.0
Dadra and Nagar Haveli and Daman and Diu,10624.0,10584.0,4.0
Delhi,1435720.0,1410095.0,25040.0
Goa,170199.0,165700.0,3123.0
Gujarat,824608.0,814162.0,10076.0
Haryana,769665.0,759287.0,9613.0
Himachal Pradesh,204800.0,200356.0,3509.0
Jammu and Kashmir,320340.0,314454.0,4373.0
Jharkhand,346846.0,341419.0,5122.0
Karnataka,2889994.0,2828983.0,36293.0
Kerala,3218015.0,3072895.0,15739.0
Ladakh,20284.0,19995.0,206.0
Lakshadweep,10100.0,9984.0,49.0
Madhya Pradesh,791721.0,781024.0,10512.0
Maharashtra,6245057.0,6016506.0,131038.0
Manipur,88978.0,77147.0,1436.0
Meghalaya,59346.0,53945.0,988.0
Mizoram,30492.0,22617.0,131.0
Nagaland,27024.0,25251.0,536.0
Odisha,961934.0,939160.0,5308.0
Puducherry,120003.0,117265.0,1783.0
Punjab,598590.0,581529.0,16250.0
Rajasthan,953462.0,944150.0,8952.0
Sikkim,24341.0,21294.0,328.0
Tamil Nadu,2543040.0,2483676.0,33838.0
Telangana,639369.0,625738.0,3774.0
Tripura,75608.0,70623.0,734.0
Uttarakhand,341629.0,333621.0,7359.0
Uttar Pradesh,1708057.0,1684286.0,22743.0
West Bengal,1521261.0,1491016.0,18040.0
National Total,31293062.0,30468079.0,419470.0
