Region,Confirmed,Recovered,Deceased
Andaman and Nicobar Islands,10025.0,9893.0,129.0
Andhra Pradesh,2318751.0,2303361.0,14729.0
Arunachal Pradesh,64480.0,64151.0,296.0
Assam,724170.0,716163.0,6639.0
Bihar,830350.0,817997.0,12255.0
Chandigarh,91845.0,90620.0,1165.0
Chhattisgarh,1151749.0,1137293.0,14034.0
Dadra and Nagar Haveli and Daman and Diu,11440.0,11436.0,4.0
Delhi,1862641.0,1835641.0,26140.0
Goa,245187.0,241256.0,3830.0
Gujarat,1223515.0,1212011.0,10938.0
Haryana,983786.0,972342.0,10585.0
Himachal Pradesh,284030.0,279451.0,4125.0
Jammu and Kashmir,453403.0,448373.0,4749.0
Jharkhand,434901.0,429285.0,5315.0
Karnataka,3943506.0,3900688.0,40016.0
Kerala,6519125.0,6441033.0,66762.0
Ladakh,28160.0,27863.0,228.0
Lakshadweep,11402.0,11348.0,52.0
Madhya Pradesh,1040563.0,1029080.0,10733.0
Maharashtra,7870627.0,7719949.0,143750.0
Manipur,136962.0,134747.0,2116.0
Meghalaya,93660.0,91954.0,1587.0
Mizoram,220429.0,216330.0,668.0
Nagaland,35445.0,34623.0,757.0
Odisha,1286457.0,1276402.0,9105.0
Puducherry,165757.0,163774.0,1962.0
Punjab,758643.0,740646.0,17723.0
Rajasthan,1282066.0,1271226.0,9548.0
Sikkim,39102.0,38631.0,445.0
Tamil Nadu,3451710.0,3412226.0,38023.0
Telangana,790224.0,784972.0,4111.0
Tripura,100869.0,99946.0,919.0
Uttarakhand,436864.0,428486.0,7689.0
Uttar Pradesh,2069733.0,2044746.0,23490.0
West Bengal,2016298.0,1993570.0,21186.0
National Total,42987875.0,42431513.0,515803.0
