Region,Confirmed,Recovered/Migrated,Deceased
Andaman and Nicobar Islands,2680.0,1638.0,31.0
Andhra Pradesh,325396.0,235218.0,3001.0
Arunachal Pradesh,3066.0,2093.0,5.0
Assam,86052.0,63120.0,221.0
Bihar,114941.0,87660.0,492.0
Chandigarh,2515.0,1390.0,31.0
Chhattisgarh,18501.0,11739.0,168.0
Dadra and Nagar Haveli and Daman and Diu,2030.0,1627.0,2.0
Delhi,157354.0,141826.0,4257.0
Goa,13099.0,9063.0,126.0
Gujarat,83109.0,65946.0,2853.0
Haryana,50926.0,42793.0,578.0
Himachal Pradesh,4538.0,3085.0,23.0
Jammu and Kashmir,30717.0,23225.0,578.0
Jharkhand,26753.0,17057.0,286.0
Karnataka,256975.0,170381.0,4429.0
Kerala,52199.0,33824.0,191.0
Ladakh,2077.0,1436.0,18.0
Madhya Pradesh,49493.0,37540.0,1171.0
Maharashtra,643289.0,459124.0,21359.0
Manipur,4925.0,3002.0,18.0
Meghalaya,1661.0,730.0,6.0
Mizoram,895.0,402.0,0.0
Nagaland,3583.0,1921.0,8.0
Odisha,70020.0,48577.0,380.0
Puducherry,9292.0,5634.0,137.0
Punjab,37824.0,23037.0,957.0
Rajasthan,66619.0,51190.0,921.0
Sikkim,1290.0,827.0,3.0
Tamil Nadu,361435.0,301913.0,6239.0
Telangana,99391.0,76967.0,737.0
Tripura,8091.0,5649.0,69.0
Uttarakhand,13636.0,9433.0,187.0
Uttar Pradesh,172334.0,121090.0,2733.0
West Bengal,129119.0,98789.0,2634.0
National Total,2905825.0,2158946.0,54849.0
